date,win_team,lose_team
021-03-10,Rice                    ,Marshall                
021-03-10,Fairfield               ,Monmouth NJ             
021-03-10,Lamar                   ,Houston Bap             
021-03-10,North Carolina          ,Notre Dame              
021-03-11,Toledo                  ,Ball St                 
021-03-11,Ohio                    ,Kent                    
021-03-11,Buffalo                 ,Miami OH                
021-03-11,Akron                   ,Bowling Green           
021-03-11,Seton Hall              ,St John's               
021-03-11,TX Southern             ,Alcorn St               
021-03-11,Montana St              ,Idaho St                
021-03-11,UC Davis                ,CS Bakersfield          
021-03-11,Nevada                  ,Boise St                
021-03-11,Morgan St               ,Florida A&M             
021-03-11,Seattle                 ,Cal Baptist             
021-03-11,Niagara                 ,Marist                  
021-03-11,Norfolk St              ,NC Central              
021-03-11,Grambling               ,Southern Univ           
021-03-11,New Mexico St           ,UTRGV                   
021-03-11,UC Riverside            ,Hawaii                  
021-03-11,Maryland                ,Michigan St             
021-03-11,Oklahoma St             ,West Virginia           
021-03-11,Mississippi St          ,Kentucky                
021-03-11,South Florida           ,Temple                  
021-03-11,Tulane                  ,Tulsa                   
021-03-11,Oregon St               ,UCLA                    
021-03-11,Rutgers                 ,Indiana                 
021-03-11,Missouri                ,Georgia                 
021-03-11,UCF                     ,East Carolina           
021-03-11,Mississippi             ,South Carolina          
021-03-11,Texas                   ,Texas Tech              
021-03-11,St Peter's              ,Rider                   
021-03-11,UC Santa Barbara        ,Long Beach St           
021-03-11,UC Irvine               ,Cal Poly                
021-03-11,Virginia                ,Syracuse                
021-03-11,Georgetown              ,Villanova               
021-03-11,Southern Utah           ,N Colorado              
021-03-11,Ohio St                 ,Minnesota               
021-03-11,Georgia Tech            ,Miami FL                
021-03-11,Florida                 ,Vanderbilt              
021-03-11,Baylor                  ,Kansas St               
021-03-11,Oregon                  ,Arizona St              
021-03-11,San Diego St            ,Wyoming                 
021-03-11,Northwestern LA         ,New Orleans             
021-03-11,Creighton               ,Butler                  
021-03-11,WKU                     ,UT San Antonio          
021-03-11,Kansas                  ,Oklahoma                
021-03-11,UAB                     ,Rice                    
021-03-11,E Washington            ,Northern Arizona        
021-03-11,USC                     ,Utah                    
021-03-11,Wisconsin               ,Penn St                 
021-03-11,North Carolina          ,Virginia Tech           
021-03-11,Lamar                   ,Sam Houston St          
021-03-11,Connecticut             ,DePaul                  
021-03-11,Utah St                 ,UNLV                    
021-03-11,Louisiana Tech          ,FL Atlantic             
021-03-11,North Texas             ,Old Dominion            
