date,win_team,lose_team
12/12/2020,Florida St,Florida
12/12/2020,Georgia,Samford
12/12/2020,Notre Dame,Kentucky
12/12/2020,Louisiana,Louisiana Tech
12/12/2020,ULM,SF Austin
12/12/2020,Oklahoma,Florida A&M
12/12/2020,Mississippi,UNC Wilmington
12/12/2020,Purdue,Indiana St
12/12/2020,Tennessee,Cincinnati
12/12/2020,TCU,Texas A&M
12/12/2020,Texas Tech,TAM C. Christi
12/12/2020,Toledo,Missouri KC
12/12/2020,UNC Asheville,High Point
12/12/2020,Winthrop,SC Upstate
12/12/2020,VCU,Old Dominion
12/12/2020,Oregon,Washington
12/12/2020,Oklahoma St,Wichita St
12/12/2020,E Illinois,W Illinois
12/12/2020,Abilene Chr,McMurry
12/12/2020,North Florida,Florida Intl
12/12/2020,W Carolina,NC A&T
12/12/2020,South Alabama,Southern Miss
12/12/2020,Syracuse,Boston College
12/12/2020,Our Lady Lake,Texas St
12/12/2020,Loy Marymount,UC Santa Barbara
12/12/2020,Furman,Flagler
12/12/2020,BYU,Utah
12/12/2020,CS Northridge,Pepperdine
12/12/2020,Pittsburgh,Gardner Webb
12/12/2020,C Michigan,Valparaiso
12/12/2020,Coastal Car,Greensboro
12/12/2020,Belmont,Lipscomb
12/12/2020,Tulane,Ark Pine Bluff
12/12/2020,Wyoming,Utah Valley
12/12/2020,Missouri,Illinois
12/12/2020,Auburn,Memphis
12/12/2020,MTSU,Covenant
12/12/2020,N Dakota St,North Dakota
12/12/2020,South Dakota,S Dakota St
12/12/2020,CS Bakersfield,Idaho
12/12/2020,FL Gulf Coast,Miami FL
12/12/2020,La Salle,Drexel
12/12/2020,Northwestern LA,Champion Bap
12/12/2020,E Kentucky,Transylvania
12/12/2020,IUPUI,Tennessee St
12/12/2020,Chattanooga,North Georgia
12/12/2020,Arizona,UTEP
12/12/2020,Liberty,Columbia Intl
12/12/2020,Detroit,W Michigan
12/12/2020,Manhattan,Rider
12/12/2020,Marist,Canisius
12/12/2020,Ball St,Illinois St
12/12/2020,St Peter's,Niagara
12/12/2020,McNeese St,Carver Bib
12/12/2020,Fairfield,Iona
12/12/2020,Colorado St,CSU-Pueblo
12/12/2020,South Florida,Wofford
12/12/2020,North Carolina,NC Central
12/12/2020,Cal Baptist,Fresno Pacific
12/12/2020,Akron,Cedarville
12/12/2020,Oral Roberts,SW Christian
12/12/2020,FL Atlantic,FL Memorial
12/12/2020,Montana,Yellowstone Chr
12/12/2020,Kennesaw,Dalton St
12/12/2020,Idaho St,Bethesda
12/13/2020,UMBC,Coppin St
12/13/2020,Mercer,Ga Southern
12/13/2020,Marshall,Ohio
12/13/2020,Jacksonville St,Tennessee Tech
12/13/2020,West Virginia,Richmond
12/13/2020,Arizona St,Grand Canyon
12/13/2020,Indiana,North Alabama
12/13/2020,Iowa,N Illinois
12/13/2020,Washington St,Portland St
12/13/2020,Drake,Air Force
12/13/2020,VMI,Hampton
12/13/2020,Kent,N Kentucky
12/13/2020,Michigan,Penn St
12/13/2020,Vanderbilt,MS Valley St
12/13/2020,Wright St,Bowling Green
12/13/2020,Michigan St,Oakland
12/13/2020,Jacksonville,S Carolina St
12/13/2020,WKU,Rhode Island
12/13/2020,California,San Francisco
12/13/2020,Seattle,Northwest WA
12/13/2020,Loyola-Chicago,IL Chicago
12/13/2020,Ohio St,Cleveland St
12/13/2020,WI Milwaukee,W Michigan
12/13/2020,Winthrop,SC Upstate
12/13/2020,UNC Greensboro,Norfolk St
12/13/2020,Cal Poly,San Jose St
12/13/2020,Northeastern,Massachusetts
12/13/2020,CS Fullerton,San Diego Chr
12/13/2020,Georgetown,St John's
12/13/2020,Montana St,Yellowstone Chr
12/13/2020,Youngstown St,Binghamton
12/13/2020,Boise St,Weber St
12/13/2020,Troy,Central Bap
12/13/2020,UNC Asheville,High Point
12/13/2020,New Mexico,Rice
12/14/2020,Marquette,Creighton
12/14/2020,Morehead St,E Kentucky
12/14/2020,Rutgers,Maryland
12/14/2020,Nevada,San Diego
12/14/2020,McNeese St,Arlington Bap
12/14/2020,Mississippi,Cent Arkansas
12/14/2020,Radford,Longwood
12/14/2020,Austin Peay,McKendree
12/14/2020,LSU,Sam Houston St
12/14/2020,Presbyterian,Carver Bib
12/14/2020,C Michigan,St Francis IL
12/14/2020,William & Mary,G Washington
12/14/2020,UTRGV,Texas A&M Intl
12/14/2020,Colorado St,Northern Arizona
12/14/2020,Youngstown St,WV Tech
12/14/2020,Colorado,N Colorado
12/15/2020,Alabama,Furman
12/15/2020,Evansville,SE Missouri St
12/15/2020,Illinois St,Chicago St
12/15/2020,Kansas St,Iowa St
12/15/2020,Louisiana Tech,Jackson St
12/15/2020,Radford,Longwood
12/15/2020,St Mary's CA,E Washington
12/15/2020,Tennessee,Appalachian St
12/15/2020,Texas A&M,SE Louisiana
12/15/2020,Wofford,Coastal Car
12/15/2020,St Louis,Indiana St
12/15/2020,Texas St,TAM C. Christi
12/15/2020,Southern Miss,Lamar
12/15/2020,UNC Greensboro,SC Upstate
12/15/2020,Florida St,Georgia Tech
12/15/2020,Utah,Utah Valley
12/15/2020,Louisiana,New Orleans
12/15/2020,Stetson,FL Atlantic
12/15/2020,Liberty,S Carolina St
12/15/2020,St Francis NY,Central Conn
12/15/2020,Virginia Tech,Clemson
12/15/2020,Charlotte,Davidson
12/15/2020,Ga Southern,Carver Bib
12/15/2020,Lipscomb,Trevecca Naz
12/15/2020,Rice,Houston Bap
12/15/2020,Illinois,Minnesota
12/15/2020,Oral Roberts,Bacone
12/15/2020,Wichita St,Tulsa
12/15/2020,VCU,W Carolina
12/15/2020,Auburn,TX Southern
12/15/2020,VMI,Camp U-Harrodsburg
12/15/2020,North Texas,Ark Pine Bluff
12/15/2020,Stony Brook,Point Park
12/15/2020,St Bonaventure,Akron
12/15/2020,Buffalo,Miami OH
12/15/2020,Hofstra,Monmouth NJ
12/15/2020,Florida A&M,Austin Peay
12/15/2020,Portland,Col of Idaho
12/15/2020,Murray St,Transylvania
12/15/2020,McNeese St,Arlington Bap
12/15/2020,Stanford,CS Northridge
12/15/2020,Wisconsin,Loyola-Chicago
12/15/2020,ETSU,Gardner Webb
12/15/2020,Northwestern,Quincy
12/15/2020,New Mexico,Our Lady Lake
12/15/2020,Santa Clara,Fresno Pacific
12/15/2020,TN Martin,Bethel TN
12/16/2020,Belmont,Kennesaw
12/16/2020,San Diego,Cal Poly
12/16/2020,Chattanooga,UNC Asheville
12/16/2020,Georgia St,Mercer
12/16/2020,Jacksonville St,Tennessee Tech
12/16/2020,Grambling,ULM
12/16/2020,Toledo,Marshall
12/16/2020,Mississippi,MTSU
12/16/2020,Mississippi St,Cent Arkansas
12/16/2020,TCU,Oklahoma St
12/16/2020,Texas,Sam Houston St
12/16/2020,UAB,Southern Univ
12/16/2020,Villanova,Butler
12/16/2020,Florida Intl,FL Gulf Coast
12/16/2020,Troy,Samford
12/16/2020,N Colorado,Denver
12/16/2020,Duke,Notre Dame
12/16/2020,Abilene Chr,Hardin-Simmons
12/16/2020,Pittsburgh,Miami FL
12/16/2020,Richmond,Vanderbilt
12/16/2020,Colorado,NE Omaha
12/16/2020,South Alabama,Flagler
12/16/2020,Memphis,Tulane
12/16/2020,Montana,Washington
12/16/2020,Purdue,Ohio St
12/16/2020,Oregon St,UT San Antonio
12/16/2020,SMU,East Carolina
12/16/2020,South Florida,Cincinnati
12/16/2020,Pepperdine,Concordia CA
12/16/2020,UTEP,Arizona St
12/16/2020,Massachusetts,La Salle
12/16/2020,William & Mary,Hampton
12/16/2020,LIU Brooklyn,Sacred Heart
12/16/2020,Central Conn,St Francis NY
12/16/2020,Bryant,Wagner
12/16/2020,Elon,Campbell
12/16/2020,Syracuse,Northeastern
12/16/2020,Liberty,Carver Bib
12/16/2020,Oklahoma,Oral Roberts
12/16/2020,Missouri St,Wm Jewell
12/17/2020,Bradley,Jackson St
12/17/2020,Seton Hall,Marquette
12/17/2020,Southern Utah,Dixie St
12/17/2020,Creighton,St John's
12/17/2020,Kansas,Texas Tech
12/17/2020,North Alabama,Crowley's Ridge
12/17/2020,Loy Marymount,UC Irvine
12/17/2020,Appalachian St,Greensboro
12/17/2020,Coastal Car,Delaware St
12/17/2020,North Texas,Houston Bap
12/17/2020,Idaho St,SAGU Amer Ind
12/17/2020,Wyoming,NE Omaha
12/17/2020,E Kentucky,Camp U-Harrodsburg
12/17/2020,S Illinois,North Dakota
12/17/2020,Sacred Heart,LIU Brooklyn
12/17/2020,Valparaiso,Purdue Northwest
12/17/2020,Drexel,St Joseph's PA
12/17/2020,Bryant,Wagner
12/17/2020,Seattle,Col of Idaho
12/17/2020,New Mexico,Le Tourneau
12/17/2020,Nebraska,Doane
12/17/2020,Oregon,San Francisco
12/17/2020,St Louis,NC State
12/17/2020,ETSU,Columbia Intl
12/17/2020,UT Arlington,Dallas Chr
12/18/2020,Georgia Tech,Florida A&M
12/18/2020,SIUE,Morehead St
12/18/2020,N Illinois,Chicago St
12/18/2020,TN Martin,SE Missouri St
12/18/2020,Tulsa,Northwestern LA
12/18/2020,West Virginia,Iowa St
12/18/2020,W Carolina,Col Charleston
12/18/2020,FL Gulf Coast,Webber
12/18/2020,UNC Wilmington,Norfolk St
12/18/2020,Davidson,Rhode Island
12/18/2020,Georgia St,Carver Bib
12/18/2020,Washington St,Montana St
12/18/2020,Gardner Webb,VMI
12/18/2020,Coastal Car,Alice Lloyd
12/18/2020,Niagara,Fairfield
12/18/2020,Howard,Hampton
12/18/2020,Iona,Rider
12/18/2020,Ark Little Rock,Champion Bap
12/18/2020,Monmouth NJ,St Peter's
12/18/2020,BYU,San Diego St
12/18/2020,Utah,Idaho
12/18/2020,Nevada,Air Force
12/18/2020,Presbyterian,S Carolina St
12/18/2020,Weber St,Portland St
12/18/2020,S Illinois,North Dakota
12/18/2020,Belmont,Tennessee St
12/18/2020,Wichita St,Emporia St
12/18/2020,Tennessee,Tennessee Tech
12/18/2020,W Michigan,C Michigan
12/18/2020,Richmond,Loyola-Chicago
12/18/2020,NC A&T,Greensboro
12/18/2020,Montana,Dickinson St ND
12/18/2020,Appalachian St,Columbia Intl
12/18/2020,Drake,South Dakota
12/18/2020,Bowling Green,Robert Morris
12/18/2020,Southern Utah,Bethesda
12/18/2020,Utah St,N Colorado
12/18/2020,Idaho St,SAGU Amer Ind
12/19/2020,Gonzaga,Iowa
12/19/2020,Indiana St,Ball St
12/19/2020,Louisiana Tech,Lamar
12/19/2020,Auburn,Troy
12/19/2020,Dayton,Mississippi
12/19/2020,East Carolina,James Madison
12/19/2020,Baylor,Kansas St
12/19/2020,Samford,Kennesaw
12/19/2020,Loy Marymount,Cal Poly
12/19/2020,Oklahoma,Houston Bap
12/19/2020,Purdue,Notre Dame
12/19/2020,Southern Miss,ULM
12/19/2020,St Mary's CA,Colorado St
12/19/2020,Stanford,Arizona
12/19/2020,Toledo,Valparaiso
12/19/2020,Chattanooga,UAB
12/19/2020,Vanderbilt,Radford
12/19/2020,Virginia Tech,Coppin St
12/19/2020,High Point,William & Mary
12/19/2020,Bradley,Miami OH
12/19/2020,Texas St,Denver
12/19/2020,UCF,Florida St
12/19/2020,Winthrop,Furman
12/19/2020,Indiana,Butler
12/19/2020,Miami FL,Jacksonville
12/19/2020,Missouri St,Northwestern LA
12/19/2020,Sam Houston St,Rice
12/19/2020,Alabama A&M,South Alabama
12/19/2020,UNC Greensboro,Elon
12/19/2020,Flagler,North Florida
12/19/2020,Hartford,Maine
12/19/2020,UMBC,SUNY Albany
12/19/2020,Stony Brook,Binghamton
12/19/2020,UC Santa Barbara,Pepperdine
12/19/2020,NC State,Campbell
12/19/2020,Georgia,Cincinnati
12/19/2020,Citadel,Longwood
12/19/2020,Ga Southern,Florida Intl
12/19/2020,Tulane,Grambling
12/19/2020,Charlotte,NC A&T
12/19/2020,Syracuse,Buffalo
12/19/2020,Drexel,F Dickinson
12/19/2020,TAM C. Christi,Our Lady Lake
12/19/2020,La Salle,Delaware
12/19/2020,E Washington,Northern Arizona
12/19/2020,N Kentucky,Youngstown St
12/19/2020,Wright St,Detroit
12/19/2020,St Bonaventure,Hofstra
12/19/2020,Niagara,Fairfield
12/19/2020,St Peter's,Monmouth NJ
12/19/2020,Iona,Rider
12/19/2020,WI Milwaukee,WI Green Bay
12/19/2020,IL Chicago,Oakland
12/19/2020,Temple,NJIT
12/19/2020,Fresno St,Fresno Pacific
12/19/2020,Marist,Manhattan
12/19/2020,Louisiana,McNeese St
12/19/2020,California,CS Northridge
12/19/2020,Wisconsin,Louisville
12/19/2020,WKU,Alabama
12/19/2020,Stetson,Carver Bib
12/19/2020,WV Tech,Morgan St
12/19/2020,North Carolina,Kentucky
12/19/2020,Ohio St,UCLA
12/19/2020,Missouri KC,Kansas Chr
12/19/2020,ETSU,Lee TN
12/19/2020,Oregon,Portland
12/19/2020,Villanova,St Joseph's PA
12/19/2020,Akron,Malone
12/19/2020,Tennessee St,Crowley's Ridge
12/19/2020,Cleveland St,PFW
12/19/2020,CS Bakersfield,St Katherine
12/19/2020,Dixie St,Bethesda
12/19/2020,Cent Arkansas,Champion Bap
12/19/2020,UC Irvine,San Diego
12/19/2020,Hawaii,Hawaii Hilo
12/19/2020,Missouri KC,Kansas Chr
12/20/2020,UMBC,SUNY Albany
12/20/2020,Arkansas,Oral Roberts
12/20/2020,Stony Brook,Binghamton
12/20/2020,Wright St,Detroit
12/20/2020,Drake,Chicago St
12/20/2020,Georgia Tech,Delaware St
12/20/2020,Hartford,Maine
12/20/2020,IL Chicago,Oakland
12/20/2020,Iowa St,Jackson St
12/20/2020,Youngstown St,N Kentucky
12/20/2020,Providence,Seton Hall
12/20/2020,St John's,Georgetown
12/20/2020,Texas,Oklahoma St
12/20/2020,Creighton,Connecticut
12/20/2020,WI Milwaukee,WI Green Bay
12/20/2020,Xavier,Marquette
12/20/2020,Arkansas St,Champion Bap
12/20/2020,Colorado,Washington
12/20/2020,Rutgers,Illinois
12/20/2020,Northwestern,Michigan St
12/20/2020,North Alabama,Freed-Hardeman
12/20/2020,Minnesota,St Louis
12/20/2020,Air Force,Nevada
12/20/2020,San Francisco,Grand Canyon
12/20/2020,Portland St,Weber St
12/20/2020,UT San Antonio,Our Lady Lake
12/20/2020,Marist,Manhattan
12/20/2020,Houston,Alcorn St
12/20/2020,UTEP,Benedictine AZ
12/20/2020,Old Dominion,Northeastern
12/20/2020,Pacific,Westmont
12/20/2020,South Dakota,Mt Marty
12/20/2020,W Illinois,TN Martin
12/20/2020,Ga Southern,Carver Bib
12/20/2020,Marshall,Robert Morris
12/20/2020,Cleveland St,PFW
12/20/2020,C Michigan,Olivet MI
12/20/2020,James Madison,Alice Lloyd
12/21/2020,Texas St,Northern Arizona
12/21/2020,Austin Peay,Murray St
12/21/2020,Baylor,Ark Pine Bluff
12/21/2020,Hampton,Charleston So
12/21/2020,Georgia St,Col Charleston
12/21/2020,Kansas St,Jacksonville
12/21/2020,Missouri St,Ark Little Rock
12/21/2020,Texas A&M,Wofford
12/21/2020,Sam Houston St,UTRGV
12/21/2020,Samford,Belhaven MS
12/21/2020,Furman,S Carolina St
12/21/2020,North Florida,Edward Waters
12/21/2020,Washington St,Prairie View
12/21/2020,UNC Wilmington,Campbell
12/21/2020,Belmont,Evansville
12/21/2020,FL Atlantic,Florida Col
12/21/2020,Gonzaga,Northwestern LA
12/21/2020,Lipscomb,Crowley's Ridge
12/21/2020,Virginia Tech,Longwood
12/21/2020,Tulsa,Memphis
12/21/2020,Wagner,Sacred Heart
12/21/2020,Utah St,San Jose St
12/21/2020,Southern Utah,Bethesda
12/21/2020,BYU,TX Southern
12/21/2020,Florida St,Gardner Webb
12/21/2020,MA Lowell,Vermont
12/21/2020,Boise St,New Mexico
12/21/2020,Mississippi St,MS Valley St
12/21/2020,George Mason,VMI
12/21/2020,Tennessee,St Joseph's PA
12/21/2020,Clemson,Morehead St
12/21/2020,Rice,New Orleans
12/21/2020,Stanford,CS Bakersfield
12/21/2020,S Illinois,Butler
12/21/2020,Bryant,Massachusetts
12/21/2020,Florida Intl,Carver Bib
12/21/2020,Morgan St,Delaware
12/22/2020,Mercer,Kennesaw
12/22/2020,Alabama,ETSU
12/22/2020,Arkansas,Abilene Chr
12/22/2020,Auburn,Appalachian St
12/22/2020,Citadel,Presbyterian
12/22/2020,Georgia,Northeastern
12/22/2020,Kansas,West Virginia
12/22/2020,Louisiana Tech,ULM
12/22/2020,Marshall,UNC Asheville
12/22/2020,Maryland,La Salle
12/22/2020,Missouri,Bradley
12/22/2020,N Colorado,Idaho St
12/22/2020,Texas Tech,Oklahoma
12/22/2020,Old Dominion,VA Wesleyan
12/22/2020,Mississippi,TN Martin
12/22/2020,TCU,N Dakota St
12/22/2020,Chattanooga,Tennessee St
12/22/2020,WKU,Tennessee Tech
12/22/2020,Indiana St,SE Missouri St
12/22/2020,FL Gulf Coast,Ga Southern
12/22/2020,UT San Antonio,Lamar
12/22/2020,E Kentucky,High Point
12/22/2020,UT Arlington,Howard Payne
12/22/2020,Louisville,Pittsburgh
12/22/2020,Portland,Montana St
12/22/2020,NC State,North Carolina
12/22/2020,UNC Greensboro,NC A&T
12/22/2020,Hofstra,Richmond
12/22/2020,Liberty,Alcorn St
12/22/2020,Colorado,Grand Canyon
12/22/2020,Davidson,Vanderbilt
12/22/2020,Northern Arizona,Denver
12/22/2020,Charlotte,G Washington
12/22/2020,Houston,Temple
12/22/2020,Arizona,Montana
12/22/2020,Iowa,Purdue
12/22/2020,San Diego St,St Mary's CA
12/22/2020,Sacred Heart,Wagner
12/22/2020,Toledo,N Illinois
12/22/2020,UCF,Cincinnati
12/22/2020,East Carolina,Tulane
12/22/2020,Hampton,Charleston So
12/22/2020,Wichita St,South Florida
12/22/2020,Drake,North Dakota
12/22/2020,Akron,Ohio
12/22/2020,F Dickinson,Fairfield
12/22/2020,Ball St,W Michigan
12/22/2020,Vermont,MA Lowell
12/22/2020,Wisconsin,Nebraska
12/22/2020,Boston College,Maine
12/22/2020,Virginia,William & Mary
12/22/2020,Niagara,SUNY Albany
12/22/2020,North Texas,LSU-Alexandria
12/22/2020,California,Seattle
12/22/2020,Oregon St,Portland St
12/22/2020,UC San Diego,St Katherine
12/22/2020,VCU,James Madison
12/22/2020,Gonzaga,Northwestern LA
12/22/2020,Loyola-Chicago,St Francis IL
12/22/2020,TAM C. Christi,Paul Quinn
12/22/2020,Colorado St,Santa Clara
12/23/2020,Butler,Providence
12/23/2020,Creighton,Xavier
12/23/2020,Villanova,Marquette
12/23/2020,Seton Hall,Georgetown
12/23/2020,UNC Wilmington,Delaware St
12/23/2020,SE Louisiana,Grambling
12/23/2020,St Louis,Missouri KC
12/23/2020,BYU,Weber St
12/23/2020,Illinois,Penn St
12/23/2020,Northwestern,Indiana
12/23/2020,Washington St,Northwestern LA
12/23/2020,Ohio St,Rutgers
12/23/2020,Utah St,San Jose St
12/23/2020,Idaho St,N Colorado
12/23/2020,Boise St,New Mexico
12/23/2020,NJIT,Rider
12/23/2020,Tennessee,SC Upstate
12/23/2020,Iona,Coppin St
12/23/2020,CS Bakersfield,Pepperdine
12/23/2020,DePaul,W Illinois
12/23/2020,George Mason,Towson
12/23/2020,Tulsa,SW Christian
12/23/2020,UC San Diego,St Katherine
12/23/2020,Notre Dame,Bellarmine
12/23/2020,St Peter's,St Francis NY
12/25/2020,Minnesota,Iowa
12/25/2020,Purdue,Maryland
12/25/2020,Wisconsin,Michigan St
12/25/2020,Michigan,Nebraska
12/26/2020,Cleveland St,Youngstown St
12/26/2020,Robert Morris,PFW
12/26/2020,Louisville,Kentucky
12/26/2020,Wright St,WI Green Bay
12/26/2020,Illinois,Indiana
12/26/2020,Northwestern,Ohio St
12/26/2020,Houston,UCF
12/26/2020,Towson,Coppin St
12/26/2020,Norfolk St,George Mason
12/26/2020,Gonzaga,Virginia
12/26/2020,LSU,Nicholls St
12/26/2020,Oakland,Detroit
12/27/2020,UMBC,Binghamton
12/27/2020,New Hampshire,Hartford
12/27/2020,Stony Brook,MA Lowell
12/27/2020,Vermont,NJIT
12/27/2020,UC Irvine,UC Santa Barbara
12/27/2020,PFW,Robert Morris
12/27/2020,Wright St,WI Green Bay
12/27/2020,Cleveland St,Youngstown St
12/27/2020,Missouri St,Northern Iowa
12/27/2020,Drake,Indiana St
12/27/2020,S Illinois,Evansville
12/27/2020,Loyola-Chicago,Illinois St
12/27/2020,Providence,DePaul
12/27/2020,E Michigan,Olivet MI
12/27/2020,Jacksonville St,Carver Bib
12/27/2020,Vanderbilt,Alcorn St
12/27/2020,Monmouth NJ,Canisius
12/27/2020,Oakland,Detroit
12/28/2020,New Hampshire,Hartford
12/28/2020,Stony Brook,MA Lowell
12/28/2020,Binghamton,UMBC
12/28/2020,NJIT,Vermont
12/28/2020,UC Irvine,UC Santa Barbara
12/28/2020,Troy,Carver Bib
12/28/2020,Colorado St,Fresno St
12/28/2020,Maryland,Wisconsin
12/28/2020,Arizona,Colorado
12/28/2020,Drake,Indiana St
12/28/2020,Evansville,S Illinois
12/28/2020,Northern Iowa,Missouri St
12/28/2020,Loyola-Chicago,Illinois St
12/28/2020,Minnesota,Michigan St
12/28/2020,Gonzaga,Northern Arizona
12/28/2020,Monmouth NJ,Canisius
12/28/2020,Southern Miss,Loyola NO
12/28/2020,CS Northridge,New Mexico St
12/29/2020,Alabama,Mississippi
12/29/2020,Baylor,Cent Arkansas
12/29/2020,Gonzaga,Dixie St
12/29/2020,LSU,Texas A&M
12/29/2020,Texas Tech,Incarnate Word
12/29/2020,Lamar,SE Louisiana
12/29/2020,Clemson,Florida St
12/29/2020,Virginia Tech,Miami FL
12/29/2020,Kansas St,NE Omaha
12/29/2020,Lipscomb,Freed-Hardeman
12/29/2020,Tulsa,Houston
12/29/2020,Iowa,Northwestern
12/29/2020,Memphis,South Florida
12/29/2020,Rutgers,Purdue
12/29/2020,McNeese St,Champion Bap
12/29/2020,Abilene Chr,Dallas Chr
12/29/2020,Sam Houston St,M Hardin-Baylor
12/29/2020,C Michigan,E Michigan
12/29/2020,West Virginia,Northeastern
12/29/2020,Wofford,Mercer
12/29/2020,USC,Santa Clara
12/30/2020,Arkansas,Auburn
12/30/2020,Belmont,Murray St
12/30/2020,Furman,Chattanooga
12/30/2020,ETSU,W Carolina
12/30/2020,E Kentucky,E Illinois
12/30/2020,Mississippi St,Georgia
12/30/2020,Hampton,Gardner Webb
12/30/2020,High Point,SC Upstate
12/30/2020,Jacksonville St,TN Martin
12/30/2020,UNC Asheville,Longwood
12/30/2020,Tennessee,Missouri
12/30/2020,Seattle,Portland
12/30/2020,Radford,Presbyterian
12/30/2020,Samford,VMI
12/30/2020,St Mary's CA,CS Sacramento
12/30/2020,Austin Peay,Tennessee St
12/30/2020,Tennessee Tech,SE Missouri St
12/30/2020,Winthrop,Campbell
12/30/2020,Rhode Island,St Bonaventure
12/30/2020,Richmond,Davidson
12/30/2020,La Salle,Dayton
12/30/2020,G Washington,Fordham
12/30/2020,George Mason,Massachusetts
12/30/2020,Indiana,Penn St
12/30/2020,Ohio St,Nebraska
12/30/2020,VCU,St Joseph's PA
12/30/2020,SMU,Temple
12/30/2020,Colorado St,Fresno St
12/30/2020,Virginia,Notre Dame
12/30/2020,McNeese St,Champion Bap
12/30/2020,NC State,Boston College
12/30/2020,Florida,Vanderbilt
12/30/2020,Georgia Tech,North Carolina
12/30/2020,Connecticut,DePaul
12/30/2020,Providence,Butler
12/30/2020,Seton Hall,Xavier
12/30/2020,Baylor,Alcorn St
12/30/2020,Bowling Green,Ohio
12/30/2020,TCU,Prairie View
12/30/2020,Manhattan,Delaware St
12/30/2020,Wichita St,Newman
12/31/2020,San Francisco,San Diego
12/31/2020,Northern Arizona,Idaho
12/31/2020,Incarnate Word,McMurry
12/31/2020,Michigan,Maryland
12/31/2020,Wisconsin,Minnesota
12/31/2020,Gardner Webb,Hampton
12/31/2020,Longwood,UNC Asheville
12/31/2020,Boise St,San Jose St
12/31/2020,Winthrop,Campbell
12/31/2020,Nevada,New Mexico
12/31/2020,Utah St,Air Force
12/31/2020,Oregon,California
12/31/2020,Arizona,Washington
12/31/2020,UCLA,Utah
12/31/2020,Presbyterian,Radford
12/31/2020,SC Upstate,High Point
12/31/2020,Colorado,USC
12/31/2020,Wake Forest,Catawba
1/1/2021,Troy,Appalachian St
1/1/2021,South Alabama,Ga Southern
1/1/2021,ULM,Arkansas St
1/1/2021,Louisiana,Texas St
1/1/2021,Long Beach St,CS Bakersfield
1/1/2021,UC Santa Barbara,CS Fullerton
1/1/2021,Ark Little Rock,UT Arlington
1/1/2021,Coastal Car,Georgia St
1/1/2021,Canisius,St Peter's
1/1/2021,Rider,Fairfield
1/1/2021,N Kentucky,PFW
1/1/2021,Robert Morris,WI Milwaukee
1/1/2021,Youngstown St,WI Green Bay
1/1/2021,Cleveland St,IUPUI
1/1/2021,Incarnate Word,McMurry
1/1/2021,Lipscomb,Liberty
1/1/2021,Rice,UT San Antonio
1/1/2021,WKU,Charlotte
1/1/2021,Jacksonville,Kennesaw
1/1/2021,Bellarmine,Transylvania
1/1/2021,Wright St,Oakland
1/1/2021,Florida Intl,Old Dominion
1/1/2021,Louisiana Tech,Marshall
1/1/2021,Southern Miss,UTEP
1/1/2021,Marist,Niagara
1/1/2021,Montana St,MT Western
1/1/2021,Akron,Kent
1/2/2021,Charlotte,WKU
1/2/2021,Northern Arizona,Idaho
1/2/2021,Appalachian St,Troy
1/2/2021,Ga Southern,South Alabama
1/2/2021,CS Bakersfield,Long Beach St
1/2/2021,ULM,Arkansas St
1/2/2021,UC Santa Barbara,CS Fullerton
1/2/2021,Texas St,Louisiana
1/2/2021,Georgia St,Coastal Car
1/2/2021,Abilene Chr,Lamar
1/2/2021,Grambling,Alabama St
1/2/2021,Missouri,Arkansas
1/2/2021,Ark Pine Bluff,MS Valley St
1/2/2021,E Kentucky,Austin Peay
1/2/2021,Ohio,Ball St
1/2/2021,Colgate,Army
1/2/2021,E Illinois,Tennessee Tech
1/2/2021,Florida,LSU
1/2/2021,Old Dominion,Florida Intl
1/2/2021,Furman,Mercer
1/2/2021,Gonzaga,San Francisco
1/2/2021,Baylor,Iowa St
1/2/2021,Cleveland St,IUPUI
1/2/2021,Texas,Kansas
1/2/2021,TCU,Kansas St
1/2/2021,Lehigh,Lafayette
1/2/2021,Marshall,Louisiana Tech
1/2/2021,Cent Arkansas,McNeese St
1/2/2021,Kentucky,Mississippi St
1/2/2021,N Colorado,Montana
1/2/2021,Morehead St,Murray St
1/2/2021,Navy,Bucknell
1/2/2021,ETSU,UNC Greensboro
1/2/2021,Sam Houston St,Nicholls St
1/2/2021,North Dakota,Missouri KC
1/2/2021,Bowling Green,N Illinois
1/2/2021,N Kentucky,PFW
1/2/2021,Oakland,Wright St
1/2/2021,Oklahoma,West Virginia
1/2/2021,Wichita St,Mississippi
1/2/2021,South Dakota,Denver
1/2/2021,SE Missouri St,Tennessee St
1/2/2021,UTEP,Southern Miss
1/2/2021,SF Austin,New Orleans
1/2/2021,Alabama,Tennessee
1/2/2021,Texas A&M,Auburn
1/2/2021,Oklahoma St,Texas Tech
1/2/2021,Belmont,TN Martin
1/2/2021,VMI,Chattanooga
1/2/2021,N Dakota St,W Illinois
1/2/2021,Toledo,W Michigan
1/2/2021,Wofford,Samford
1/2/2021,WI Green Bay,Youngstown St
1/2/2021,Oral Roberts,NE Omaha
1/2/2021,Jacksonville,Kennesaw
1/2/2021,Liberty,Lipscomb
1/2/2021,Clemson,Miami FL
1/2/2021,Houston Bap,Northwestern LA
1/2/2021,Louisville,Boston College
1/2/2021,Bellarmine,Mt St Joseph
1/2/2021,Dayton,George Mason
1/2/2021,La Salle,Fordham
1/2/2021,St Bonaventure,Richmond
